
Initial statistics: 47 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0676192e+06; maximum gradient component mag -1.5286e+06
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
151  0.27245  1.61120e-02 |152  0.23964  3.46131e-02 |153  0.21236  3.38637e-02
154  0.19379 -4.55515e-01 |155 -0.43717  1.05450e-02 |156 -0.37159 -8.99446e-03
157  0.00599  2.98606e-08 |
157 variables; iteration 1460; function evaluation 1594; phase 5
Function value 1.7770215e+02; maximum gradient component mag -4.8755e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22307 -1.15050e-02 |  2  2.41048  9.45205e-03 |  3  0.08093  2.08916e-03
  4 -0.37848 -6.27949e-03 |  5 19.69434 -3.12985e+00 |  6 -0.01046  1.60623e+00
  7 -0.00273  1.23158e+00 |  8 -0.00321  1.27982e+00 |  9 -0.00393  1.13557e+00
 10 -0.00447  1.32875e+00 | 11 -0.00645 -8.82150e-02 | 12 -0.00647  1.09778e+00
 13 -0.00796  5.70979e-01 | 14 -0.00888  1.28858e+00 | 15 -0.01055  1.10529e+00
 16 -0.01153  1.53568e+00 | 17 -0.01013  1.90688e+00 | 18 -0.00968 -8.89293e-02
 19 -0.00655  1.33249e+00 | 20 -0.00635  7.15136e-01 | 21 -0.00706  4.72654e-01
 22 -0.00868 -3.67226e-01 | 23 -0.00997  5.53131e-02 | 24 -0.01134  4.85775e-01
 25 -0.01138  9.91552e-02 | 26 -0.00864  4.15303e-01 | 27 -0.00452  6.11616e-01
 28 -0.00152 -2.00714e-01 | 29 -0.00495  1.88363e-01 | 30 -0.01138  5.10218e-01
 31 -0.01308 -7.90695e-01 | 32 -0.00778 -7.40038e-01 | 33  0.00562  1.60443e-02
 34  0.02161 -9.68376e-01 | 35  0.02033 -1.18209e+00 | 36  0.01853 -1.17791e+00
 37  0.01926 -1.64563e+00 | 38  0.01677 -4.80063e-01 | 39  0.00935 -4.87551e+00
 40  0.01280 -1.28981e+00 | 41  0.01133 -9.98092e-01 | 42  0.00169 -1.11692e+00
 43  0.00105 -1.58407e+00 | 44  0.00407 -1.52081e+00 | 45  0.00289 -1.29366e+00
 46  0.01118 -1.32396e+00 | 47  0.02214 -1.48397e+00 | 48  0.02550 -1.61138e+00
 49  0.03572 -1.57343e+00 | 50  0.01761 -4.74041e-01 | 51  0.01307 -5.26131e-01
 52  0.00925 -1.57719e-01 | 53  0.01119 -7.45235e-02 | 54  0.01183  5.65199e-02
 55  0.00895 -2.98132e-01 | 56 -0.00426  2.50751e-01 | 57 -0.00616  2.06986e-01
 58 -0.01849  6.73838e-01 | 59 -0.01946  5.78401e-01 | 60 -0.00900  2.22828e-01
 61 -0.00151  2.88341e-01 | 62 -0.00097  1.75402e-01 | 63 -0.00951  5.63431e-01
 64 -0.01455  6.76791e-01 | 65 -0.00879  1.64076e-01 | 66 -0.00488  7.58114e-01
 67  0.00833  9.92080e-01 | 68 -0.01012  1.11747e+00 | 69 -0.00270  1.18025e+00
 70 -0.00004  1.09565e+00 | 71 -4.12080 -2.87380e+00 | 72  0.08728  1.65247e+00
 73  0.07099  9.42558e-01 | 74  0.05656  7.75648e-01 | 75  0.06316  4.73053e-01
 76  0.05637 -9.34863e-01 | 77 -0.01343 -6.20528e-01 | 78  0.03347 -4.95682e-02
 79 -0.05763 -1.18968e+00 | 80 -0.18252  9.75440e-01 | 81 -0.22068  6.71730e-01
 82 -0.00752  4.50124e-01 | 83 -0.00372  1.78022e-01 | 84 -0.11030  3.52409e-02
 85  0.04862  2.71690e-01 | 86  0.16544 -8.92803e-02 | 87  0.19352 -3.73266e-01
 88  0.16371 -2.17343e-01 | 89  0.18535  8.47919e-01 | 90  0.14527  3.60526e-03
 91  0.17406 -2.19371e-01 | 92  0.12348  4.62305e-01 | 93  0.08724 -2.60673e-01
 94  0.12089 -4.05278e-01 | 95  0.18521 -2.29656e-01 | 96  0.15701  2.87492e-01
 97  0.16734 -4.39604e-01 | 98  0.22226 -8.83114e-01 | 99  0.11709 -1.14852e+00
100  0.14722 -2.99138e-01 |101  0.19211 -5.38612e-02 |102  0.17453 -7.56551e-02
103  0.19391  2.80357e-01 |104  0.16912  7.38631e-01 |105  0.16856 -2.98760e-01
106  0.20874 -7.68687e-01 |107  0.14967 -5.43539e-01 |108  0.16154 -1.48096e-01
109  0.25216  6.62506e-01 |110  0.15951  5.58977e-01 |111  0.17344  7.97757e-01
112  0.22981  2.48019e-01 |113  0.18026 -5.60218e-01 |114  0.22754 -2.27565e-01
115  0.20798 -2.35763e-01 |116  0.09647 -1.11248e+00 |117 -4.89776  1.37794e-01
118 -3.93668 -6.00082e-02 |119 -2.99761 -4.29512e-02 |120 -2.13144 -5.32564e-02
121 -1.38726 -9.22321e-02 |122 -0.77588 -1.43570e-01 |123 -0.27827  7.25224e-01
124  0.10237  5.47478e-02 |125  0.34969 -8.88233e-01 |126  0.45601 -8.23631e-01
127  0.45488 -2.59172e-02 |128  0.44318  1.02910e+00 |129  0.42481  2.88535e-01
130  0.40395  2.62745e-01 |131  0.38270 -5.46654e-02 |132  0.36261 -5.42780e-02
133  0.34434 -3.99561e-02 |134  0.32787 -6.78364e-02 |135  0.31343 -1.51818e-01
136 -4.52796  8.41587e-03 |137 -3.62132  2.04149e-03 |138 -2.73055 -8.92969e-03
139 -1.88768 -1.52816e-01 |140 -1.13330 -3.18298e-02 |141 -0.50746 -1.30177e-01
142 -0.03860  1.92662e-01 |143  0.26374 -1.75955e-01 |144  0.41663 -7.83569e-01
145  0.46093  1.78199e+00 |146  0.45113 -7.01748e-02 |147  0.42427 -6.01677e-02
148  0.39019 -5.99500e-02 |149  0.35310 -5.42216e-02 |150  0.31567 -4.68534e-02
151  0.28008 -4.96913e-02 |152  0.24824 -4.18758e-02 |153  0.22204 -3.46956e-02
154  0.20445 -2.84681e-01 |155 -0.43624  5.67535e-03 |156 -0.37032  2.96769e-03
157  0.00650  3.23965e-08 |
157 variables; iteration 1480; function evaluation 1614; phase 5
Function value 1.7769210e+02; maximum gradient component mag -2.8786e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22327 -1.87226e-02 |  2  2.41040  9.13770e-03 |  3  0.08058 -6.10028e-03
  4 -0.37840 -1.16349e-02 |  5 19.69386  2.68314e+00 |  6 -0.01068 -5.80587e-01
  7 -0.00279 -8.67266e-01 |  8 -0.00326 -7.68903e-01 |  9 -0.00396 -8.35858e-01
 10 -0.00449 -6.08462e-01 | 11 -0.00718 -2.87859e+00 | 12 -0.00678 -1.15551e+00
 13 -0.00817 -1.54448e+00 | 14 -0.00891 -5.55685e-01 | 15 -0.01052 -5.79754e-01
 16 -0.01194 -6.86705e-01 | 17 -0.01123 -1.17041e+00 | 18 -0.00854  4.76968e-01
 19 -0.00703 -1.84129e-01 | 20 -0.00532  2.18793e+00 | 21 -0.00715  5.10322e-01
 22 -0.00807  1.18272e+00 | 23 -0.00988  6.18927e-01 | 24 -0.01142  4.45205e-01
 25 -0.01134 -7.56040e-02 | 26 -0.00858  7.80846e-03 | 27 -0.00454 -2.53893e-01
 28 -0.00161 -1.40436e+00 | 29 -0.00500 -8.12208e-01 | 30 -0.01141 -3.90083e-01
 31 -0.01297 -9.42049e-01 | 32 -0.00767 -4.81913e-01 | 33  0.00560  5.71431e-01
 34  0.02162  1.32195e+00 | 35  0.02029  1.16540e+00 | 36  0.01848  1.46296e+00
 37  0.01925  1.77100e+00 | 38  0.01667  2.50850e+00 | 39  0.00980  2.67619e-01
 40  0.01280  2.20686e+00 | 41  0.01128  2.12732e+00 | 42  0.00169  1.11618e+00
 43  0.00106  5.62216e-01 | 44  0.00409  9.63402e-01 | 45  0.00292  8.83905e-01
 46  0.01120  1.30086e+00 | 47  0.02214  1.97424e+00 | 48  0.02553  1.99915e+00
 49  0.03574  2.63238e+00 | 50  0.01762  1.01536e+00 | 51  0.01311  4.19755e-01
 52  0.00927  1.97950e-01 | 53  0.01121  1.11292e-01 | 54  0.01185  6.53423e-02
 55  0.00899 -4.58864e-01 | 56 -0.00424 -5.35766e-01 | 57 -0.00613 -7.36790e-01
 58 -0.01850 -8.15869e-01 | 59 -0.01946 -8.36359e-01 | 60 -0.00896 -8.99811e-01
 61 -0.00152 -1.13868e+00 | 62 -0.00098 -1.30802e+00 | 63 -0.00950 -1.10718e+00
 64 -0.01452 -1.11551e+00 | 65 -0.00865 -1.20249e+00 | 66 -0.00482 -1.11314e+00
 67  0.00834 -1.11009e+00 | 68 -0.01010 -9.94342e-01 | 69 -0.00270 -9.63366e-01
 70  0.00000 -9.67525e-01 | 71 -4.12069  2.35353e+00 | 72  0.08768 -9.02493e-01
 73  0.07120 -2.05511e-01 | 74  0.05662 -6.31995e-01 | 75  0.06311  5.56602e-01
 76  0.05627  1.75542e-01 | 77 -0.01355  8.42188e-01 | 78  0.03337  1.17781e+00
 79 -0.05771 -5.40527e-01 | 80 -0.18258 -3.43891e-01 | 81 -0.22074 -1.03098e+00
 82 -0.00756 -7.03852e-01 | 83 -0.00375 -4.20768e-01 | 84 -0.11031  2.75380e-01
 85  0.04863 -5.07321e-01 | 86  0.16546 -7.96764e-01 | 87  0.19353 -4.50517e-01
 88  0.16368 -6.23673e-01 | 89  0.18533 -6.67248e-01 | 90  0.14525  4.04944e-01
 91  0.17403  3.90509e-01 | 92  0.12345  5.58774e-01 | 93  0.08722  3.21889e-01
 94  0.12086  5.37849e-02 | 95  0.18519  5.31439e-01 | 96  0.15701  5.67667e-01
 97  0.16736  4.62027e-01 | 98  0.22227  3.42137e-01 | 99  0.11711  6.56614e-01
100  0.14722  4.72885e-01 |101  0.19210  4.82530e-01 |102  0.17447  8.46468e-01
103  0.19382  1.04989e+00 |104  0.16908  9.55672e-01 |105  0.16855 -3.03591e-01
106  0.20875 -4.89378e-01 |107  0.14967 -5.37600e-01 |108  0.16153 -2.80846e-01
109  0.25216  2.94817e-01 |110  0.15953  5.03651e-01 |111  0.17348  2.31801e-01
112  0.22988 -3.46654e-01 |113  0.18034 -8.97028e-01 |114  0.22760 -3.30094e-01
115  0.20800 -2.37242e-01 |116  0.09647 -9.03942e-01 |117 -4.92490  3.00674e-02
118 -3.94889 -2.58814e-02 |119 -2.99907 -1.87343e-02 |120 -2.12791 -1.70525e-02
121 -1.38438 -2.48050e-02 |122 -0.77736 -2.05098e-02 |123 -0.28317  4.03800e-01
124  0.10404  1.46061e-01 |125  0.35755 -2.06088e-01 |126  0.45798 -2.68533e-01
127  0.45485 -3.80894e-01 |128  0.44237  9.44410e-01 |129  0.42361  1.65468e-01
130  0.40271  9.80135e-02 |131  0.38173 -7.62011e-02 |132  0.36182 -1.14305e-01
133  0.34364 -1.25642e-01 |134  0.32718 -1.74281e-01 |135  0.31266 -3.34905e-01
136 -4.53054 -8.65937e-04 |137 -3.62215 -7.13153e-03 |138 -2.72973 -6.63705e-03
139 -1.88560 -5.25789e-02 |140 -1.13092  1.43465e-01 |141 -0.50582  1.27353e-01
142 -0.03811  3.32136e-01 |143  0.26396  2.65150e-01 |144  0.41679 -5.04250e-01
145  0.46139 -2.67882e+00 |146  0.45080  2.37204e-01 |147  0.42317  2.17397e-01
148  0.38864  2.07740e-01 |149  0.35143  1.94964e-01 |150  0.31424  1.93669e-01
151  0.27917  1.78255e-01 |152  0.24815  1.72489e-01 |153  0.22301  1.76963e-01
154  0.20646  8.02739e-01 |155 -0.43639  2.84891e-03 |156 -0.37041  1.56337e-02
157  0.00611  3.04686e-08 |
157 variables; iteration 1500; function evaluation 1634; phase 5
Function value 1.7768474e+02; maximum gradient component mag -2.8674e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22314 -4.96965e-03 |  2  2.41044  7.08998e-03 |  3  0.08054 -7.09275e-03
  4 -0.37839 -6.61549e-03 |  5 19.69430  2.22161e+00 |  6 -0.01064  2.85711e-01
  7 -0.00273 -4.69549e-01 |  8 -0.00322 -3.85553e-01 |  9 -0.00390 -4.00732e-01
 10 -0.00456 -2.79724e-01 | 11 -0.00665 -1.76699e+00 | 12 -0.00662 -4.46586e-01
 13 -0.00800 -7.55801e-01 | 14 -0.00886  1.37908e-01 | 15 -0.01048  1.48480e-01
 16 -0.01170  3.65609e-01 | 17 -0.01055  6.25960e-01 | 18 -0.00915  3.93951e-01
 19 -0.00673  1.14874e+00 | 20 -0.00574  2.26211e+00 | 21 -0.00719  1.18861e+00
 22 -0.00843  1.30644e+00 | 23 -0.00998  1.42320e+00 | 24 -0.01154  1.42430e+00
 25 -0.01139  1.36055e+00 | 26 -0.00867  1.58283e+00 | 27 -0.00456  1.77858e+00
 28 -0.00153  1.09586e+00 | 29 -0.00499  9.77718e-01 | 30 -0.01142  9.19225e-01
 31 -0.01297  2.82992e-01 | 32 -0.00768  6.36511e-01 | 33  0.00550  1.30702e+00
 34  0.02157  2.19122e+00 | 35  0.02030  1.75628e+00 | 36  0.01853  1.53875e+00
 37  0.01927  1.05528e+00 | 38  0.01663  1.11621e+00 | 39  0.00988 -4.40532e-01
 40  0.01273  4.79107e-01 | 41  0.01122  4.73186e-01 | 42  0.00166 -1.29957e-01
 43  0.00110 -3.80020e-01 | 44  0.00409 -4.06414e-01 | 45  0.00295 -3.97329e-01
 46  0.01120 -6.77339e-01 | 47  0.02213 -9.01156e-01 | 48  0.02551 -1.01061e+00
 49  0.03570 -1.12790e+00 | 50  0.01758 -1.02652e+00 | 51  0.01309 -8.57831e-01
 52  0.00923 -7.30923e-01 | 53  0.01117 -6.11823e-01 | 54  0.01180 -6.59201e-01
 55  0.00897 -7.92838e-01 | 56 -0.00426 -8.76985e-01 | 57 -0.00613 -8.40206e-01
 58 -0.01851 -9.26261e-01 | 59 -0.01949 -1.01878e+00 | 60 -0.00899 -1.11603e+00
 61 -0.00156 -1.41775e+00 | 62 -0.00098 -1.14853e+00 | 63 -0.00952 -9.99948e-01
 64 -0.01453 -9.49128e-01 | 65 -0.00866 -1.05402e+00 | 66 -0.00483 -9.42150e-01
 67  0.00833 -9.18285e-01 | 68 -0.01010 -8.13659e-01 | 69 -0.00271 -8.06266e-01
 70 -0.00000 -8.07719e-01 | 71 -4.11905  2.05900e+00 | 72  0.08739  2.02467e-01
 73  0.07100  4.52519e-01 | 74  0.05652 -5.52158e-01 | 75  0.06309 -4.20574e-01
 76  0.05631 -6.43443e-01 | 77 -0.01346  5.77298e-01 | 78  0.03348  1.17281e+00
 79 -0.05759  3.12309e-01 | 80 -0.18248  1.01092e+00 | 81 -0.22066  5.61061e-01
 82 -0.00753  1.99829e-02 | 83 -0.00372 -4.75856e-01 | 84 -0.11026  1.39397e-01
 85  0.04870  5.93470e-01 | 86  0.16554  4.79995e-01 | 87  0.19357  4.63284e-01
 88  0.16367  4.32541e-01 | 89  0.18529  8.39837e-01 | 90  0.14518  3.16136e-01
 91  0.17396 -3.30351e-01 | 92  0.12339 -1.58621e-01 | 93  0.08718 -2.25773e-01
 94  0.12082  1.28759e-01 | 95  0.18516  4.82863e-01 | 96  0.15700  4.33184e-01
 97  0.16734  6.04928e-01 | 98  0.22225 -6.25378e-03 | 99  0.11710 -1.56061e-01
100  0.14721 -1.95029e-01 |101  0.19206 -2.85701e-01 |102  0.17441 -4.37383e-01
103  0.19373 -6.98873e-01 |104  0.16904 -6.07313e-01 |105  0.16853 -6.83677e-01
106  0.20877 -3.70392e-01 |107  0.14970 -2.48523e-02 |108  0.16156  3.48737e-01
109  0.25219  4.74652e-01 |110  0.15957 -2.59334e-02 |111  0.17353 -5.02742e-01
112  0.22996 -6.03230e-01 |113  0.18043 -7.47372e-01 |114  0.22767 -5.12145e-01
115  0.20803 -7.09658e-01 |116  0.09649 -6.65685e-01 |117 -4.93266 -3.10208e-04
118 -3.95263 -1.63297e-02 |119 -2.99995 -1.47464e-02 |120 -2.12750 -1.30484e-02
121 -1.38418 -1.23567e-02 |122 -0.77826 -7.02423e-03 |123 -0.28451  3.86317e-01
124  0.10489 -7.52153e-02 |125  0.36354  3.00253e-01 |126  0.46005 -7.41056e-01
127  0.45707  9.47910e-01 |128  0.44196 -6.42888e-03 |129  0.42260  1.65217e-02
130  0.40156  3.53975e-02 |131  0.38062 -9.32555e-02 |132  0.36082 -1.06745e-01
133  0.34275 -1.14042e-01 |134  0.32635 -1.59974e-01 |135  0.31185 -3.25422e-01
136 -4.52398 -2.04725e-03 |137 -3.61691 -8.80954e-03 |138 -2.72593 -1.25100e-02
139 -1.88365  1.07431e-01 |140 -1.13163  9.91641e-02 |141 -0.50838  1.11729e-01
142 -0.04045 -1.00124e-01 |143  0.26516  2.19009e-01 |144  0.42090  2.96547e-01
145  0.46356 -2.86739e+00 |146  0.45236  2.24408e-01 |147  0.42439  2.15483e-01
148  0.38952  2.03582e-01 |149  0.35193  1.95206e-01 |150  0.31429  1.84783e-01
151  0.27874  1.75865e-01 |152  0.24718  1.67774e-01 |153  0.22148  1.63198e-01
154  0.20446  6.26797e-01 |155 -0.43600  7.58926e-03 |156 -0.37002  1.27559e-02
157  0.00479  2.38869e-08 |
157 variables; iteration 1520; function evaluation 1654; phase 5
Function value 1.7768099e+02; maximum gradient component mag -7.1062e-01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22320 -1.74564e-03 |  2  2.41040  2.39159e-04 |  3  0.08064  1.29974e-03
  4 -0.37839 -2.35041e-04 |  5 19.69463 -6.24264e-01 |  6 -0.01059  2.79029e-01
  7 -0.00273  2.78857e-01 |  8 -0.00323  3.00012e-01 |  9 -0.00390  2.41266e-01
 10 -0.00454  3.03481e-01 | 11 -0.00580 -2.11329e-01 | 12 -0.00644  1.80719e-01
 13 -0.00760  8.86355e-02 | 14 -0.00892  2.68192e-01 | 15 -0.01046  2.84747e-01
 16 -0.01175  2.88445e-01 | 17 -0.01070  1.97816e-01 | 18 -0.00894  2.71442e-01
 19 -0.00687  2.28527e-01 | 20 -0.00665 -1.34039e-01 | 21 -0.00715  2.34382e-01
 22 -0.00843  1.70480e-01 | 23 -0.00998  1.71555e-01 | 24 -0.01157  7.39191e-02
 25 -0.01139  1.08834e-02 | 26 -0.00870 -5.30417e-03 | 27 -0.00461 -7.46799e-02
 28 -0.00148 -4.32221e-01 | 29 -0.00496 -3.49644e-01 | 30 -0.01142 -1.84906e-01
 31 -0.01291 -4.18645e-01 | 32 -0.00768 -5.12718e-01 | 33  0.00552 -4.33933e-01
 34  0.02156 -7.10618e-01 | 35  0.02029 -5.97712e-01 | 36  0.01846 -4.80471e-01
 37  0.01926 -2.79608e-01 | 38  0.01657 -3.07303e-02 | 39  0.00993 -5.94135e-01
 40  0.01273  1.45103e-02 | 41  0.01119 -4.36780e-02 | 42  0.00167 -9.59040e-02
 43  0.00109 -2.39327e-01 | 44  0.00408 -1.31560e-01 | 45  0.00291 -3.23465e-02
 46  0.01119 -3.66116e-02 | 47  0.02212 -3.92741e-02 | 48  0.02550 -6.72902e-03
 49  0.03569  8.07166e-02 | 50  0.01757  1.14659e-01 | 51  0.01307  1.59995e-01
 52  0.00922  2.03371e-01 | 53  0.01116  1.76773e-01 | 54  0.01181  1.85488e-01
 55  0.00898  3.15672e-04 | 56 -0.00428 -5.31221e-02 | 57 -0.00617 -7.33013e-02
 58 -0.01855 -1.91414e-02 | 59 -0.01951  2.64567e-02 | 60 -0.00902 -2.61846e-02
 61 -0.00156 -2.62387e-02 | 62 -0.00100  1.99397e-02 | 63 -0.00954  1.24567e-01
 64 -0.01453  1.92648e-01 | 65 -0.00869 -5.66320e-02 | 66 -0.00481  2.15749e-01
 67  0.00835  2.16590e-01 | 68 -0.01010  2.28264e-01 | 69 -0.00272  2.19054e-01
 70 -0.00000  2.21890e-01 | 71 -4.11726 -5.81974e-01 | 72  0.08728 -1.75376e-02
 73  0.07100  2.06277e-01 | 74  0.05660  2.08199e-01 | 75  0.06320  1.86096e-02
 76  0.05642 -1.04794e-01 | 77 -0.01337  1.11296e-01 | 78  0.03357  1.30405e-01
 79 -0.05752  7.16203e-02 | 80 -0.18242  1.76819e-01 | 81 -0.22063  2.59301e-01
 82 -0.00752 -8.64518e-02 | 83 -0.00372 -6.78201e-02 | 84 -0.11027  3.91758e-03
 85  0.04869 -3.34555e-01 | 86  0.16551 -3.67011e-01 | 87  0.19353 -3.09617e-01
 88  0.16362 -3.78537e-01 | 89  0.18523 -1.84180e-01 | 90  0.14514 -3.63486e-02
 91  0.17392  2.12105e-01 | 92  0.12336  1.89609e-01 | 93  0.08715  1.33841e-01
 94  0.12080 -5.30768e-02 | 95  0.18515 -2.65356e-01 | 96  0.15698 -6.96104e-02
 97  0.16734  7.13812e-02 | 98  0.22225  1.45944e-01 | 99  0.11709  2.80270e-02
100  0.14719 -7.10001e-03 |101  0.19202 -1.35048e-01 |102  0.17435 -1.49672e-01
103  0.19369 -1.90751e-02 |104  0.16899  1.77979e-01 |105  0.16852  4.95092e-01
106  0.20876  4.69176e-01 |107  0.14969  8.68105e-02 |108  0.16155  3.57311e-02
109  0.25218  2.57630e-02 |110  0.15957  5.08321e-02 |111  0.17355 -1.61556e-01
112  0.22999 -2.63199e-01 |113  0.18046 -2.61232e-01 |114  0.22769 -8.32214e-02
115  0.20805  7.60764e-02 |116  0.09649 -5.04245e-02 |117 -4.93598 -1.30558e-02
118 -3.95472 -1.02258e-02 |119 -3.00133 -1.90065e-02 |120 -2.12869 -1.91216e-02
121 -1.38558 -2.60553e-02 |122 -0.77973 -5.26359e-02 |123 -0.28485  1.91052e-01
124  0.10748  1.85943e-01 |125  0.36401 -7.38742e-02 |126  0.46213  4.05998e-01
127  0.45685  4.65270e-02 |128  0.44130 -4.01958e-02 |129  0.42167 -3.11799e-02
130  0.40048 -6.86498e-02 |131  0.37967 -4.90785e-02 |132  0.35996 -5.74616e-02
133  0.34194 -4.54453e-02 |134  0.32558 -4.82315e-02 |135  0.31104 -2.75387e-01
136 -4.52065  1.02417e-03 |137 -3.61485  1.42439e-03 |138 -2.72515 -2.09150e-03
139 -1.88404  1.15707e-01 |140 -1.13276 -1.91487e-02 |141 -0.50900 -1.78294e-01
142 -0.03936  8.79121e-03 |143  0.26672  2.25552e-02 |144  0.42234  3.44307e-02
145  0.46483 -2.89838e-01 |146  0.45316  2.86439e-02 |147  0.42466  3.02284e-02
148  0.38926  2.97189e-02 |149  0.35113  2.79364e-02 |150  0.31296  2.76792e-02
151  0.27688  2.51014e-02 |152  0.24480  2.54125e-02 |153  0.21857  2.28291e-02
154  0.20112  8.71234e-02 |155 -0.43554  1.74703e-03 |156 -0.36958 -5.74575e-03
157  0.00337  1.68227e-08 |
157 variables; iteration 1540; function evaluation 1674; phase 5
Function value 1.7767748e+02; maximum gradient component mag -1.9821e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22309  8.48650e-04 |  2  2.41045  2.25371e-04 |  3  0.08072  6.24235e-04
  4 -0.37842  4.28716e-04 |  5 19.69453 -2.43832e-01 |  6 -0.01062  3.05052e-01
  7 -0.00277  1.46727e-01 |  8 -0.00329  1.62093e-01 |  9 -0.00392  1.52083e-01
 10 -0.00460  1.79865e-01 | 11 -0.00540  2.56173e-01 | 12 -0.00644  1.48268e-01
 13 -0.00748  2.30131e-01 | 14 -0.00898  1.89605e-01 | 15 -0.01052  2.12476e-01
 16 -0.01190  9.29042e-02 | 17 -0.01074  1.92664e-01 | 18 -0.00898  2.81856e-01
 19 -0.00688  3.02959e-01 | 20 -0.00662  3.72907e-02 | 21 -0.00719  3.10340e-01
 22 -0.00844  2.68777e-01 | 23 -0.01001  2.41577e-01 | 24 -0.01157  1.78232e-01
 25 -0.01137  1.46800e-01 | 26 -0.00869  1.30576e-01 | 27 -0.00459  1.27863e-01
 28 -0.00144 -5.24710e-02 | 29 -0.00494 -3.12343e-02 | 30 -0.01141  4.06443e-02
 31 -0.01293 -3.11764e-01 | 32 -0.00768 -2.91542e-01 | 33  0.00554  9.71796e-03
 34  0.02158 -1.26059e-01 | 35  0.02032 -1.67460e-01 | 36  0.01850 -1.44439e-01
 37  0.01927 -2.07977e-01 | 38  0.01661  6.75926e-02 | 39  0.00969 -1.98206e+00
 40  0.01272 -1.74280e-01 | 41  0.01123 -2.42576e-02 | 42  0.00167 -3.10291e-01
 43  0.00110 -4.43182e-01 | 44  0.00408 -3.28017e-01 | 45  0.00292 -1.60571e-01
 46  0.01120 -1.44706e-01 | 47  0.02212 -1.45210e-01 | 48  0.02548 -2.32099e-01
 49  0.03571  8.71307e-02 | 50  0.01758 -5.35576e-02 | 51  0.01308 -1.85892e-02
 52  0.00922  5.41184e-02 | 53  0.01116  6.50122e-02 | 54  0.01181  8.40013e-02
 55  0.00897 -2.48743e-02 | 56 -0.00427 -4.45154e-03 | 57 -0.00615  3.89695e-02
 58 -0.01853  5.67728e-02 | 59 -0.01950  7.35738e-02 | 60 -0.00901  6.05774e-02
 61 -0.00154  8.63903e-02 | 62 -0.00099  8.03095e-02 | 63 -0.00952  1.10994e-01
 64 -0.01454  9.01817e-02 | 65 -0.00872 -2.80217e-01 | 66 -0.00483  7.48440e-02
 67  0.00833  8.60006e-02 | 68 -0.01012  8.45348e-02 | 69 -0.00273  8.14218e-02
 70 -0.00001  7.72353e-02 | 71 -4.11343 -2.42985e-01 | 72  0.08731  4.54564e-02
 73  0.07103  1.00938e-01 | 74  0.05663  1.97492e-01 | 75  0.06323  1.43749e-01
 76  0.05645  7.43489e-02 | 77 -0.01335  1.34752e-01 | 78  0.03358  1.25884e-01
 79 -0.05751  6.76280e-02 | 80 -0.18242  1.01328e-01 | 81 -0.22064  1.19609e-01
 82 -0.00754 -1.55265e-02 | 83 -0.00376  1.07540e-02 | 84 -0.11030 -2.55999e-02
 85  0.04867 -1.21508e-01 | 86  0.16552 -1.12560e-01 | 87  0.19354 -8.81172e-02
 88  0.16363 -1.58838e-01 | 89  0.18524 -7.54195e-02 | 90  0.14517 -1.15974e-02
 91  0.17397  5.76282e-02 | 92  0.12342  5.61262e-02 | 93  0.08722  3.30000e-02
 94  0.12086 -3.12595e-02 | 95  0.18518 -1.22410e-01 | 96  0.15700 -1.50867e-01
 97  0.16735 -1.00947e-01 | 98  0.22226 -1.12082e-02 | 99  0.11711 -5.20432e-02
100  0.14723  3.71979e-02 |101  0.19207 -5.56645e-03 |102  0.17440 -3.39963e-02
103  0.19371  3.27359e-02 |104  0.16901 -3.26105e-02 |105  0.16853  1.32930e-02
106  0.20877  6.98159e-02 |107  0.14969 -3.43854e-04 |108  0.16152 -1.90637e-02
109  0.25213 -6.95424e-02 |110  0.15951 -1.21859e-01 |111  0.17347 -3.66602e-02
112  0.22990 -3.64151e-02 |113  0.18037 -2.01816e-02 |114  0.22760  5.61417e-03
115  0.20795  5.14450e-02 |116  0.09640  4.58738e-04 |117 -4.92153  1.59884e-02
118 -3.94499 -6.10803e-03 |119 -2.99554 -5.31153e-03 |120 -2.12591 -1.43039e-02
121 -1.38496 -1.86761e-02 |122 -0.78099 -3.09828e-02 |123 -0.28830  2.48808e-01
124  0.10251 -1.57397e-01 |125  0.36333  1.89760e-01 |126  0.46106  6.79175e-01
127  0.45494 -6.70612e-01 |128  0.44011 -1.03148e-01 |129  0.42140  1.48163e-02
130  0.40103  3.32325e-02 |131  0.38079 -3.69765e-02 |132  0.36164 -3.48688e-02
133  0.34413 -2.93469e-02 |134  0.32824 -2.80488e-02 |135  0.31413 -4.60510e-02
136 -4.52517 -2.08594e-03 |137 -3.61890 -3.97657e-03 |138 -2.72871 -9.32447e-03
139 -1.88702  2.62177e-02 |140 -1.13497  5.15127e-02 |141 -0.51118  4.40339e-02
142 -0.04221 -2.48139e-01 |143  0.26521 -4.73192e-03 |144  0.42344  1.74674e-03
